EPA REGISTRATION NUMBER,PRODUCT NAME,RESTRICTED USE,COMPANY CODE,COMPANY NAME,PRODUCT TYPE,PC_NAME,PC_PCT
5383-207,Polyphase 2087,N,5383,TROY CHEMICAL CORPORATION,"MICROBICIDE, FUNGICIDE","Carbamic acid, butyl-, 3-iodo-2-propynyl ester / Carbendazim","18.4, 18.4"
5383-208,Polymeric Betaine Technical Grade Active Ingredient Wood Preservative,N,5383,TROY CHEMICAL CORPORATION,FUNGICIDE,"Boric acid (H3BO3), polymer with N-decyl-1-decanamine, oxirane and 1,2- propanediol",59.6
5383-209,Impralit Kds,N,5383,TROY CHEMICAL CORPORATION,"FUNGICIDE, INSECTICIDE","Boric acid / Copper carbonate, basic / Boric acid (H3BO3), polymer with N-decyl-1-decanamine, oxirane and 1,2- propanediol","8, 12.47, 5.96"
5383-210,Polymeric Betaine Ep,N,5383,TROY CHEMICAL CORPORATION,"FUNGICIDE, INSECTICIDE","Boric acid (H3BO3), polymer with N-decyl-1-decanamine, oxirane and 1,2- propanediol",59.6
5383-211,Protek Twn,N,5383,TROY CHEMICAL CORPORATION,"INSECTICIDE, FUNGICIDE/FUNGISTAT",Copper ethanolamine complex,30.12
5383-214,Polyphase Pw56,N,5383,TROY CHEMICAL CORPORATION,FUNGICIDE,"Carbamic acid, butyl-, 3-iodo-2-propynyl ester",56
5383-216,Mergal Bz55,N,5383,TROY CHEMICAL CORPORATION,nan,"Zinc pyrithione / 1,2-Benzisothiazolin-3-one","5.75, 5.75"
5383-217,Aquamate Glt25,N,5383,TROY CHEMICAL CORPORATION,MICROBICIDE,Glutaraldehyde,25
5383-218,Forcide Tn,N,5383,TROY CHEMICAL CORPORATION,"BACTERIOCIDE, MICROBICIDE/MICROBISTAT","Hexahydro-1,3,5-tris(2-hydroxyethyl)-s-triazine / 1,2-Benzisothiazolin-3-one","53, 4.17"
5383-219,Aquamate Glt50,N,5383,TROY CHEMICAL CORPORATION,MICROBICIDE,Glutaraldehyde,50.1
5383-220,Protek Pti,N,5383,TROY CHEMICAL CORPORATION,"FUNGICIDE, TERMITICIDE",Propiconazole / Tebuconazole / Imidacloprid,"5, 5, 0.5"
5383-221,Protek Pt2,N,5383,TROY CHEMICAL CORPORATION,"MICROBICIDE, FUNGICIDE, INSECTICIDE","Boric acid (H3BO3), polymer with N-decyl-1-decanamine, oxirane and 1,2- propanediol / Propiconazole / Tebuconazole","50.5, 5, 5"
5383-222,Micropel Zpt98,N,5383,TROY CHEMICAL CORPORATION,ANTIMICROBIAL,Zinc pyrithione,98.88
5383-225,Nuosept Mit-10,N,5383,TROY CHEMICAL CORPORATION,"MICROBICIDE, FUNGICIDE, BACTERIOCIDE",2-Methyl-3(2H)-isothiazolone,9.9
5383-227,Polyphase 7026,N,5383,TROY CHEMICAL CORPORATION,FUNGICIDE/FUNGISTAT,"Carbamic acid, butyl-, 3-iodo-2-propynyl ester / Carbendazim","10, 30"
5383-228,Nuosept Bm11,N,5383,TROY CHEMICAL CORPORATION,BIOCIDE,"1,2-Benzisothiazolin-3-one / 2-Methyl-3(2H)-isothiazolone","2.5, 2.5"
5383-229,Nuosept Bm21,N,5383,TROY CHEMICAL CORPORATION,nan,"1,2-Benzisothiazolin-3-one / 2-Methyl-3(2H)-isothiazolone","5, 2.5"
5383-230,Ex 2455,N,5383,TROY CHEMICAL CORPORATION,"BIOCIDE, FUNGICIDE, ALGAECIDE","Diuron / Carbamic acid, butyl-, 3-iodo-2-propynyl ester / Carbendazim","25, 5.4, 15"
5383-231,Nuosept Tm Bm22,N,5383,TROY CHEMICAL CORPORATION,"FUNGICIDE, BACTERIOCIDE, ALGAECIDE","1,2-Benzisothiazolin-3-one / 2-Methyl-3(2H)-isothiazolone","5, 5"
5383-232,Protek 404-Ds,N,5383,TROY CHEMICAL CORPORATION,"ANTIMICROBIAL, FUNGICIDE",Chlorothalonil,40.4
5383-233,Plastiguard 73L,N,5383,TROY CHEMICAL CORPORATION,FUNGICIDE,"Folpet / Carbamic acid, butyl-, 3-iodo-2-propynyl ester","7, 3"
5383-234,Troysan 960S,N,5383,TROY CHEMICAL CORPORATION,FUNGICIDE,Chlorothalonil,99
5383-50,Troysan Polyphase P-100,N,5383,TROY CHEMICAL CORPORATION,FUNGICIDE,"Carbamic acid, butyl-, 3-iodo-2-propynyl ester",98
5383-55,Polyphase Anti-Mildew Wd-17,N,5383,TROY CHEMICAL CORPORATION,FUNGICIDE,"Carbamic acid, butyl-, 3-iodo-2-propynyl ester",17
5383-63,Troysan Polyphase Af-1,N,5383,TROY CHEMICAL CORPORATION,FUNGICIDE,"Carbamic acid, butyl-, 3-iodo-2-propynyl ester",40
5383-74,Polyphase P-20T,N,5383,TROY CHEMICAL CORPORATION,FUNGICIDE,"Carbamic acid, butyl-, 3-iodo-2-propynyl ester",20
5383-77,Troysan Polyphase Af3,N,5383,TROY CHEMICAL CORPORATION,FUNGICIDE,"Carbamic acid, butyl-, 3-iodo-2-propynyl ester",30
5383-82,Troysan 192Ii,N,5383,TROY CHEMICAL CORPORATION,"BACTERIOSTAT, MICROBICIDE/MICROBISTAT","4,4-Dimethyloxazolidine",73.7
5383-90,Troysan 186 Formula II,N,5383,TROY CHEMICAL CORPORATION,BACTERIOSTAT,"4,4-Dimethyloxazolidine",68
5383-91,Troy Polyphase 604,N,5383,TROY CHEMICAL CORPORATION,FUNGICIDE,"Carbamic acid, butyl-, 3-iodo-2-propynyl ester",6
53853-6,Fgi Garden Rtu Spray Insecticide,N,53853,"THE FOUNTAINHEAD GROUP, INC. ","INSECTICIDE, MITICIDE",Tetramethrin / Permethrin,"0.2, 0.2"
53853-7,Fgi-S Ready-To-Use Insecticide,N,53853,"THE FOUNTAINHEAD GROUP, INC. ",INSECTICIDE,Esfenvalerate,0.025
53853-8,Fgi Py/Pbo Outdoor Rtu Insecticide,N,53853,"THE FOUNTAINHEAD GROUP, INC. ",INSECTICIDE,Piperonyl butoxide / Pyrethrins,"1, 0.1"
53883-103,Acephate Technical,N,53883,"CONTROL SOLUTIONS, INC.",INSECTICIDE,Acephate,98.3
53883-105,Ant Gel Bait,N,53883,"CONTROL SOLUTIONS, INC.",INSECTICIDE,Boric acid,5
53883-116,Bifenthrin Gh,N,53883,"CONTROL SOLUTIONS, INC.","INSECTICIDE, MITICIDE",Bifenthrin,7.9
53883-117,Bifenthrin Lt,N,53883,"CONTROL SOLUTIONS, INC.","INSECTICIDE, MITICIDE",Bifenthrin,7.9
53883-118,Bifenthrin Tc Insecticide/Termiticide,N,53883,"CONTROL SOLUTIONS, INC.","INSECTICIDE, MITICIDE, TERMITICIDE",Bifenthrin,7.9
53883-119,Bifenthrin Gc G,Y,53883,"CONTROL SOLUTIONS, INC.",INSECTICIDE,Bifenthrin,0.2
53883-121,Bifenthrin 0.1% Lawn Granules,N,53883,"CONTROL SOLUTIONS, INC.",INSECTICIDE,Bifenthrin,0.1
53883-122,Bifenthrin Nursery G,N,53883,"CONTROL SOLUTIONS, INC.",INSECTICIDE,Bifenthrin,0.2
53883-123,Bifenthrin Rtu,N,53883,"CONTROL SOLUTIONS, INC.",INSECTICIDE,Bifenthrin,0.05
53883-124,Bifenthrin Lp Granular,N,53883,"CONTROL SOLUTIONS, INC.",INSECTICIDE,Bifenthrin,0.2
53883-125,Bifenthrin Gc Concentrate,Y,53883,"CONTROL SOLUTIONS, INC.","INSECTICIDE, MITICIDE",Bifenthrin,7.9
53883-127,Bifenthrin Fire Ant Killer,N,53883,"CONTROL SOLUTIONS, INC.",INSECTICIDE,Bifenthrin,0.2
53883-130,Glyphosate 41%,N,53883,"CONTROL SOLUTIONS, INC.",HERBICIDE,Glyphosate-isopropylammonium,41
53883-133,Acephate 75 Sp Agricultural & Fire Ant Insecticide,N,53883,"CONTROL SOLUTIONS, INC.",INSECTICIDE,Acephate,75
53883-134,Permethrin 2.5 Ew Rts,N,53883,"CONTROL SOLUTIONS, INC.",INSECTICIDE,Permethrin,2.5
53883-137,Cyper Ag II,Y,53883,"CONTROL SOLUTIONS, INC.",INSECTICIDE,Cypermethrin,30.6
53883-145,Lambda 9.7 Ew Insecticide,N,53883,"CONTROL SOLUTIONS, INC.",INSECTICIDE,lambda-Cyhalothrin,9.7
53883-149,Metolachlor T&O Herbicide,N,53883,"CONTROL SOLUTIONS, INC.",HERBICIDE,S-Metolachlor,83.7
53883-150,Cyper 1% Horse Spray,N,53883,"CONTROL SOLUTIONS, INC.",INSECTICIDE,Cypermethrin,1.12
53883-151,Martins 31-67 Ulv,Y,53883,"CONTROL SOLUTIONS, INC.",INSECTICIDE,Piperonyl butoxide / Permethrin,"66.85, 31.15"
53883-152,Cyper Horse Spot-On,N,53883,"CONTROL SOLUTIONS, INC.","REPELLENT, INSECTICIDE",Cypermethrin,17.5
53883-159,Bifenthrin 7.9 Insecticide,N,53883,"CONTROL SOLUTIONS, INC.","INSECTICIDE, MITICIDE",Bifenthrin,7.9
53883-160,Control Xx-X-X Lawn Food With 0.069% Bifenthrin Insecticide,N,53883,"CONTROL SOLUTIONS, INC.","FERTILIZER, INSECTICIDE",Bifenthrin,0.069
53883-161,Control Xx-X-X Turf Fertilizer With .069% Bifenthrin Insecticide,Y,53883,"CONTROL SOLUTIONS, INC.",INSECTICIDE,Bifenthrin,0.069
53883-162,Control Xx-X-X Lawn Food With 0.083% Bifenthrin Insecticide,N,53883,"CONTROL SOLUTIONS, INC.",INSECTICIDE,Bifenthrin,0.083
53883-163,Control Xx-X-X Turf Fertilizer With .083% Bifenthrin Insecticide,Y,53883,"CONTROL SOLUTIONS, INC.","FERTILIZER, INSECTICIDE",Bifenthrin,0.083
53883-165,Bifenthrin Nursery Concentrate,Y,53883,"CONTROL SOLUTIONS, INC.","INSECTICIDE, MITICIDE",Bifenthrin,7.9
53883-166,MM 60 Df,N,53883,"CONTROL SOLUTIONS, INC.",HERBICIDE,Metsulfuron,60
53883-168,Oryzalin Pro 4,N,53883,"CONTROL SOLUTIONS, INC.",HERBICIDE,Oryzalin,41
53883-169,Prodiaguard 65 MC,N,53883,"CONTROL SOLUTIONS, INC.",HERBICIDE,Prodiamine,65
53883-170,Prodiamine 0.29 Plus,N,53883,"CONTROL SOLUTIONS, INC.",HERBICIDE,Prodiamine,0.29
53883-171,Prodiamine 0.58 Plus,N,53883,"CONTROL SOLUTIONS, INC.",HERBICIDE TERRESTRIAL,Prodiamine,0.58
53883-172,Prodiamine 0.37 Plus,N,53883,"CONTROL SOLUTIONS, INC.",HERBICIDE TERRESTRIAL,Prodiamine,0.37
53883-173,Prodiamine 0.20 Plus,N,53883,"CONTROL SOLUTIONS, INC.",HERBICIDE TERRESTRIAL,Prodiamine,0.2
53883-175,Oxadiazon 50 MC,N,53883,"CONTROL SOLUTIONS, INC.",HERBICIDE,Oxadiazon,50
53883-178,Bifenthrin 2.4 Mec,N,53883,"CONTROL SOLUTIONS, INC.","INSECTICIDE, TERMITICIDE",Bifenthrin,2.4
53883-179,Oxadiazon 1.5 Plus,N,53883,"CONTROL SOLUTIONS, INC.","FERTILIZER, HERBICIDE",Oxadiazon,1.5
53883-180,Oxadiazon 1.O Plus,N,53883,"CONTROL SOLUTIONS, INC.","FERTILIZER, HERBICIDE",Oxadiazon,1
53883-182,Ox G Herbicide,N,53883,"CONTROL SOLUTIONS, INC.",HERBICIDE,Oxadiazon,2
53883-183,T-Methyl G-Pro Granular,N,53883,"CONTROL SOLUTIONS, INC.",FUNGICIDE,Thiophanate-methyl,2.08
53883-184,Ppz 1.55 Fungicide,N,53883,"CONTROL SOLUTIONS, INC.",FUNGICIDE,Propiconazole,1.55
53883-185,Bifenthrin Rtu,N,53883,"CONTROL SOLUTIONS, INC.",INSECTICIDE,Bifenthrin,0.05
53883-186,Concorde P-40,N,53883,"CONTROL SOLUTIONS, INC.",FUNGISTAT,Chlorothalonil,40.4
53883-187,Concorde P-960,N,53883,"CONTROL SOLUTIONS, INC.",FUNGISTAT,Chlorothalonil,96
53883-188,Lambda Pour-On,N,53883,"CONTROL SOLUTIONS, INC.",INSECTICIDE,lambda-Cyhalothrin,1
53883-189,Bifen 2 Lb,N,53883,"CONTROL SOLUTIONS, INC.","INSECTICIDE, MITICIDE, TERMITICIDE",Bifenthrin,25.1
53883-191,Oxadiazon 0.67 Plus,N,53883,"CONTROL SOLUTIONS, INC.","FERTILIZER, HERBICIDE TERRESTRIAL",Oxadiazon,0.67
53883-192,Concorde P-40M,N,53883,"CONTROL SOLUTIONS, INC.",FUNGICIDE,Chlorothalonil,40.4
53883-194,Bifenthrin .115G,N,53883,"CONTROL SOLUTIONS, INC.",INSECTICIDE,Bifenthrin,0.115
53883-195,Lambda Lp,N,53883,"CONTROL SOLUTIONS, INC.",INSECTICIDE,lambda-Cyhalothrin,0.04
53883-196,Lambda Rts,N,53883,"CONTROL SOLUTIONS, INC.",INSECTICIDE,lambda-Cyhalothrin,0.002
53883-197,Lambda 0.5% Concentrate,N,53883,"CONTROL SOLUTIONS, INC.",INSECTICIDE,lambda-Cyhalothrin,0.5
53883-198,IMI Termite G,N,53883,"CONTROL SOLUTIONS, INC.",TERMITICIDE,Imidacloprid,0.5
53883-199,IMI 0.5 G Insecticide,N,53883,"CONTROL SOLUTIONS, INC.","FERTILIZER, INSECTICIDE",Imidacloprid,0.5
53883-200,Eraser Aq Aquatic Herbicide,N,53883,"CONTROL SOLUTIONS, INC.",HERBICIDE AQUATIC,Glyphosate-isopropylammonium,53.8
53883-201,IMI 75 Insecticide In Water Soluble Packets,N,53883,"CONTROL SOLUTIONS, INC.",INSECTICIDE,Imidacloprid,75
53883-202,Bifenthrin 13% Mup,N,53883,"CONTROL SOLUTIONS, INC.","INSECTICIDE, MITICIDE",Bifenthrin,13
53883-203,Acephate 50 Fire Ant Insecticide,N,53883,"CONTROL SOLUTIONS, INC.",INSECTICIDE,Acephate,50
53883-205,IMI 1.47% Concentrate,N,53883,"CONTROL SOLUTIONS, INC.",INSECTICIDE,Imidacloprid,1.47
53883-207,Dithiopyr 0.13% Plus Fertilizer,N,53883,"CONTROL SOLUTIONS, INC.","FERTILIZER, HERBICIDE",Dithiopyr,0.13
53883-208,Dithiopyr 0.25% Plus Fertilizer,N,53883,"CONTROL SOLUTIONS, INC.","FERTILIZER, HERBICIDE",Dithiopyr,0.25
53883-209,Dithiopyr 0.172% Plus Fertilizer,N,53883,"CONTROL SOLUTIONS, INC.","FERTILIZER, HERBICIDE",Dithiopyr,0.172
53883-210,Dithiopyr 0.107% Plus Fertilizer,N,53883,"CONTROL SOLUTIONS, INC.","FERTILIZER, HERBICIDE",Dithiopyr,0.107
53883-211,Dithiopyr 0.06% Plus Fertilizer,N,53883,"CONTROL SOLUTIONS, INC.","FERTILIZER, HERBICIDE",Dithiopyr,0.06
53883-212,Dithiopyr 0.086% Plus Fertilizer,N,53883,"CONTROL SOLUTIONS, INC.","FERTILIZER, HERBICIDE",Dithiopyr,0.086
53883-213,Dithiopyr 0.1% Plus Fertilizer,N,53883,"CONTROL SOLUTIONS, INC.","FERTILIZER, HERBICIDE",Dithiopyr,0.1
53883-214,IMI Tech,N,53883,"CONTROL SOLUTIONS, INC.",INSECTICIDE,Imidacloprid,98
53883-216,Triclopyr 8.8% Herbicide,N,53883,"CONTROL SOLUTIONS, INC.",HERBICIDE,"Triclopyr, triethylamine salt",8.8
53883-217,IMI 0.22G Plant Granules,N,53883,"CONTROL SOLUTIONS, INC.",INSECTICIDE,Imidacloprid,0.22
53883-218,Bifen 0.086 G Lawn Insecticide With Fertilizer,N,53883,"CONTROL SOLUTIONS, INC.","FERTILIZER, INSECTICIDE",Bifenthrin,0.086
53883-219,IMI 0.3 G,N,53883,"CONTROL SOLUTIONS, INC.",INSECTICIDE,Imidacloprid,0.3
53883-221,IMI 2 Lb Flowable,N,53883,"CONTROL SOLUTIONS, INC.",TERMITICIDE,Imidacloprid,21.4
53883-223,Lambda 0.1% Insect Granules,N,53883,"CONTROL SOLUTIONS, INC.",INSECTICIDE,lambda-Cyhalothrin,0.1
53883-224,Propibio 50 MC,Y,53883,"CONTROL SOLUTIONS, INC.","ANTIMICROBIAL, BACTERIOCIDE",Propiconazole,50
53883-225,Dominion 4 Lb,N,53883,"CONTROL SOLUTIONS, INC.",INSECTICIDE,Imidacloprid,42.3
53883-226,IMI 0.22 G T&O Insecticide,N,53883,"CONTROL SOLUTIONS, INC.",INSECTICIDE,Imidacloprid,0.22
53883-227,IMI 1% G Insecticide,N,53883,"CONTROL SOLUTIONS, INC.",INSECTICIDE,Imidacloprid,1
53883-228,Bifen 0.3% Concentrate,N,53883,"CONTROL SOLUTIONS, INC.",INSECTICIDE,Bifenthrin,0.3
53883-229,IMI 2 Lb Insecticide,N,53883,"CONTROL SOLUTIONS, INC.",INSECTICIDE,Imidacloprid,21.4
53883-23,Martin'S Gopher Bait 50,N,53883,"CONTROL SOLUTIONS, INC.","POISON, SINGLE DOSE",Strychnine,0.5
53883-230,Imi-Lambda G Insect Granules,N,53883,"CONTROL SOLUTIONS, INC.",INSECTICIDE,lambda-Cyhalothrin / Imidacloprid,"0.1, 0.5"
53883-232,IMI 2 Lb Greenhouse & Nursery Insecticide,N,53883,"CONTROL SOLUTIONS, INC.",INSECTICIDE,Imidacloprid,21.4
53883-233,Lambda Dust,N,53883,"CONTROL SOLUTIONS, INC.",INSECTICIDE,lambda-Cyhalothrin,0.025
53883-234,Weed Preventer,N,53883,"CONTROL SOLUTIONS, INC.",HERBICIDE,Trifluralin,1.47
53883-236,Bifenthrin Industrial,N,53883,"CONTROL SOLUTIONS, INC.",INSECTICIDE,Bifenthrin,23.4
53883-237,IMI 4 Lb Insecticide,N,53883,"CONTROL SOLUTIONS, INC.","INSECTICIDE, TERMITICIDE",Imidacloprid,42.3
53883-238,Csi Fly Bait,N,53883,"CONTROL SOLUTIONS, INC.",INSECTICIDE,cis-9-Tricosene / Imidacloprid,"0.1, 0.5"
53883-24,Martin'S Gopher Bait 50R,Y,53883,"CONTROL SOLUTIONS, INC.","POISON, SINGLE DOSE",Strychnine,0.5
53883-240,Trifluralin 5G,N,53883,"CONTROL SOLUTIONS, INC.",HERBICIDE,Trifluralin,5
53883-242,Csi Misting Concentrate,N,53883,"CONTROL SOLUTIONS, INC.","REPELLENT, ACARICIDE, INSECTICIDE",Piperonyl butoxide / Pyrethrins,"30, 3"
53883-243,Csi Space Spray Insecticide,N,53883,"CONTROL SOLUTIONS, INC.",INSECTICIDE,Piperonyl butoxide / Pyrethrins / Permethrin,"5.5, 0.55, 1.1"
53883-244,Lambda 9.7 Gc-O,Y,53883,"CONTROL SOLUTIONS, INC.",INSECTICIDE,lambda-Cyhalothrin,9.7
53883-246,Prodiamine 0.28 Plus,N,53883,"CONTROL SOLUTIONS, INC.",HERBICIDE TERRESTRIAL,Prodiamine,0.28
53883-247,Cyper Tc II,N,53883,"CONTROL SOLUTIONS, INC.","INSECTICIDE, TERMITICIDE",Cypermethrin,24.8
53883-248,Lambda Pour-On Plus Topical Insecticide,N,53883,"CONTROL SOLUTIONS, INC.",INSECTICIDE,Piperonyl butoxide / lambda-Cyhalothrin,"5, 1"
53883-25,Martin'S Stock-Tox X Livestock Spray,N,53883,"CONTROL SOLUTIONS, INC.","INSECTICIDE, MITICIDE",Permethrin,10
53883-250,Bifen Fire Ant Killer,N,53883,"CONTROL SOLUTIONS, INC.",INSECTICIDE,Bifenthrin,0.2
53883-251,Csi 1.5 Ulv,N,53883,"CONTROL SOLUTIONS, INC.","INSECTICIDE, MITICIDE",Chlorpyrifos,19.36
53883-252,Dominion 1.47% Plus Lambda 0.5% Liquid,N,53883,"CONTROL SOLUTIONS, INC.",INSECTICIDE,lambda-Cyhalothrin / Imidacloprid,"0.5, 1.47"
53883-253,Acephate 90% Prills,N,53883,"CONTROL SOLUTIONS, INC.",INSECTICIDE,Acephate,90
53883-254,Clopyralid 3 Lb,N,53883,"CONTROL SOLUTIONS, INC.",nan,"Clopyralid, monoethanolamine salt",40.9
53883-255,Picloram 10.2 Herbicide,Y,53883,"CONTROL SOLUTIONS, INC.",HERBICIDE,"Picloram, triisopropanolamine salt / 2,4-D, triisopropanolamine salt","10.2, 39.6"
53883-256,IMI 0.22 G Ready-To-Spread Granules,N,53883,"CONTROL SOLUTIONS, INC.",INSECTICIDE,Imidacloprid,0.22
53883-257,Csi Permethrin: Pbo 10-10,N,53883,"CONTROL SOLUTIONS, INC.","INSECTICIDE, MITICIDE",Piperonyl butoxide / Permethrin,"10, 10"
53883-258,Pbo Synergist,N,53883,"CONTROL SOLUTIONS, INC.","INSECTICIDE SYNERGIST, INSECTICIDE, MITICIDE",Piperonyl butoxide,91.3
53883-26,Martin'S Horse & Stable Spray,N,53883,"CONTROL SOLUTIONS, INC.","INSECTICIDE, MITICIDE",Permethrin,0.5
53883-262,Msm Plus Weed And Feed,N,53883,"CONTROL SOLUTIONS, INC.","FERTILIZER, HERBICIDE TERRESTRIAL",Metsulfuron,0.0022
53883-263,Msm Concentrate For Fertilizer,N,53883,"CONTROL SOLUTIONS, INC.",HERBICIDE,Metsulfuron,0.6456
53883-266,Glyphosate 41%,N,53883,"CONTROL SOLUTIONS, INC.",HERBICIDE TERRESTRIAL,Glyphosate-isopropylammonium,41
53883-268,Dithiopyr Concentrate For Fertilizer,N,53883,"CONTROL SOLUTIONS, INC.",HERBICIDE,Dithiopyr,20
53883-269,Csi Gamma-Cyhalothrin Topical Insecticide Pour-On,N,53883,"CONTROL SOLUTIONS, INC.",nan,gamma-Cyhalothrin,0.5
53883-27,Viper Insecticide Concentrate,N,53883,"CONTROL SOLUTIONS, INC.","INSECTICIDE, MITICIDE",Cypermethrin,25.4
53883-272,Csi Fip Pro,Y,53883,"CONTROL SOLUTIONS, INC.",INSECTICIDE,Fipronil,0.0143
53883-273,Csi Fip Pro Plus,Y,53883,"CONTROL SOLUTIONS, INC.",INSECTICIDE,Fipronil,0.1
53883-274,Pbo/Permethrin 20:20,N,53883,"CONTROL SOLUTIONS, INC.",INSECTICIDE,Piperonyl butoxide / Permethrin,"20.6, 20.6"
53883-275,IMI 0.235,N,53883,"CONTROL SOLUTIONS, INC.",INSECTICIDE,Imidacloprid,0.235
53883-276,Delta 4.75% Sc,N,53883,"CONTROL SOLUTIONS, INC.","FUNGICIDE, INSECTICIDE",Deltamethrin,4.75
53883-277,Fire Ant Killer,N,53883,"CONTROL SOLUTIONS, INC.",INSECTICIDE,Bifenthrin,0.2
53883-278,Cyper Lo,N,53883,"CONTROL SOLUTIONS, INC.",INSECTICIDE,Cypermethrin,26
53883-279,Taurus Sc Termiticide/Insecticide,N,53883,"CONTROL SOLUTIONS, INC.","INSECTICIDE, TERMITICIDE",Fipronil,9.1
53883-280,Pyriproxyfen 10% Ec,N,53883,"CONTROL SOLUTIONS, INC.",INSECT GROWTH REGULATOR,Pyriproxyfen,10
53883-281,Pyriproxyfen 50% Manufacturing Concentrate,N,53883,"CONTROL SOLUTIONS, INC.",INSECTICIDE,Pyriproxyfen,50
53883-282,Csi Permethrin 25 Cs,N,53883,"CONTROL SOLUTIONS, INC.",INSECTICIDE,Permethrin,23.6
53883-283,DM Dust 0.05% Insecticide,N,53883,"CONTROL SOLUTIONS, INC.",INSECTICIDE,Deltamethrin,0.05
53883-284,DM Dust 0.05% Mup,N,53883,"CONTROL SOLUTIONS, INC.",INSECTICIDE,Deltamethrin,0.5
53883-285,S-Meth 1.2% Ec,N,53883,"CONTROL SOLUTIONS, INC.",INSECT GROWTH REGULATOR,S-Methoprene,1.2
53883-286,Eraser,N,53883,"CONTROL SOLUTIONS, INC.",HERBICIDE,Glyphosate,41
53883-287,Csi Flea And Tick Home Spray,N,53883,"CONTROL SOLUTIONS, INC.",INSECTICIDE,MGK 264 / Permethrin / Pyriproxyfen,"1, 0.2, 0.02"
53883-288,Csi Met 25 Od,N,53883,"CONTROL SOLUTIONS, INC.",HERBICIDE,Metsulfuron,25
53883-290,Csi Pbo Tech,N,53883,"CONTROL SOLUTIONS, INC.",INSECTICIDE,Piperonyl butoxide,100
53883-291,Csi Carpet Powder With Pyriproxyfen,N,53883,"CONTROL SOLUTIONS, INC.",INSECTICIDE,MGK 264 / Pyrethrins / Pyriproxyfen,"0.5, 0.1, 0.02"
53883-294,Csi Abamectin 1.9 Cs,N,53883,"CONTROL SOLUTIONS, INC.","INSECTICIDE, MITICIDE",Abamectin,1.9
53883-296,DM Dust 0.1%,N,53883,"CONTROL SOLUTIONS, INC.",INSECTICIDE,Deltamethrin,0.1
53883-297,Prodiamine 0.42% Plus,N,53883,"CONTROL SOLUTIONS, INC.",HERBICIDE,Prodiamine,0.42
53883-298,Csi Mfg 30-30,N,53883,"CONTROL SOLUTIONS, INC.",INSECTICIDE,Piperonyl butoxide / Permethrin,"30, 30"
53883-299,Csi Mfg 2-2,N,53883,"CONTROL SOLUTIONS, INC.",INSECTICIDE,Piperonyl butoxide / Permethrin,"2, 2"
53883-300,Csi Mfg 4-4,N,53883,"CONTROL SOLUTIONS, INC.",INSECTICIDE,Piperonyl butoxide / Permethrin,"4.6, 4.6"
53883-302,Csi 20% Pyrethrum Extract,N,53883,"CONTROL SOLUTIONS, INC.",INSECTICIDE,Pyrethrins,20
53883-304,Csi Aerosol Flea Killer And Insect Growth Regulator,N,53883,"CONTROL SOLUTIONS, INC.","INSECT GROWTH REGULATOR, INSECTICIDE",MGK 264 / Pyrethrins / Permethrin / Pyriproxyfen,"0.4, 0.05, 0.4, 0.1"
53883-305,Csi 1% Py Dust Insecticide,N,53883,"CONTROL SOLUTIONS, INC.",INSECTICIDE,"Piperonyl butoxide / Pyrethrins / Silicic acid, aluminum sodium salt","10, 1, 40"
53883-306,Novaluron 0.2G,N,53883,"CONTROL SOLUTIONS, INC.",INSECTICIDE,Novaluron,0.2
53883-307,Quali-Pro Negate 37Wg,N,53883,"CONTROL SOLUTIONS, INC.",HERBICIDE,Metsulfuron / Rimsulfuron,"20, 16.67"
53883-308,Csi Py-Pbo 6-60 Concentrate,N,53883,"CONTROL SOLUTIONS, INC.",INSECTICIDE,Piperonyl butoxide / Pyrethrins,"60, 6"
53883-309,Quali-Pro Enclave 5.3F,N,53883,"CONTROL SOLUTIONS, INC.",FUNGICIDE,Chlorothalonil / Thiophanate-methyl / Iprodione / Tebuconazole,"28.7, 9.4, 9.4, 2.8"
53883-310,Quali-Pro Chlorothalonil 720 Sft,N,53883,"CONTROL SOLUTIONS, INC.",FUNGICIDE,Chlorothalonil,54
53883-311,Quali-Pro Dithiopyr 2L,N,53883,"CONTROL SOLUTIONS, INC.",HERBICIDE,Dithiopyr,23.6
53883-313,Quali-Pro Chlorothalonil Df,N,53883,"CONTROL SOLUTIONS, INC.",FUNGICIDE,Chlorothalonil,82.5
53883-314,Quali-Pro Ethephon 2 Sl,N,53883,"CONTROL SOLUTIONS, INC.",PLANT GROWTH REGULATOR,Ethephon,21.7
53883-315,Quali-Pro Propiconazole 14.3 Ec,N,53883,"CONTROL SOLUTIONS, INC.",FUNGICIDE,Propiconazole,14.3
53883-316,Bifen 2 Sc,N,53883,"CONTROL SOLUTIONS, INC.","INSECTICIDE, TERMITICIDE",Bifenthrin,22.6
53883-317,Quali-Pro Chlorothalonil 500 Zn,N,53883,"CONTROL SOLUTIONS, INC.",FUNGICIDE,Chlorothalonil,38.5
53883-318,Prodiamine Technical,N,53883,"CONTROL SOLUTIONS, INC.",HERBICIDE,Prodiamine,97.5
53883-319,Quali-Pro Glyphosate Plus,N,53883,"CONTROL SOLUTIONS, INC.",HERBICIDE,Glyphosate-isopropylammonium,41
53883-320,Quali-Pro Fosetyl Al 80 Wdg,N,53883,"CONTROL SOLUTIONS, INC.",FUNGICIDE,Fosetyl-Al,80
